16545.3	90
16544.9	86
16544.4	88.25
16544	88.25
16543.5	87.25
16543.1	92
16542.6	87.75
16542.2	88.25
16541.8	87
16541.3	89
16540.9	88.25
16540.4	88.75
16540	89.25
16539.5	87.75
16539.1	89.25
16538.6	90.25
16538.2	87
16537.7	89.75
16537.3	87.5
16536.9	90
16536.4	89.5
16536	90.75
16535.5	88.25
16535.1	89.5
16534.6	88.25
16534.2	89.75
16533.8	87.5
16533.3	90.5
16532.9	86.5
16532.4	88.25
16532	90.25
16531.5	90.5
16531.1	89.25
16530.6	93
16530.2	88.5
16529.8	91.5
16529.3	88.75
16528.9	91.75
16528.4	92.75
16528	88
16527.5	91.25
16527.1	91.25
16526.6	88.75
16526.2	87.5
16525.8	90.75
16525.3	86.25
16524.9	90.25
16524.4	90.75
16524	87.75
16523.5	89
16523.1	92
16522.7	88
16522.2	89.25
16521.8	90.5
16521.3	88.5
16520.9	88.25
16520.4	91
16520	89
16519.6	91
16519.1	92.5
16518.7	95.5
16518.2	95.75
16517.8	97
16517.3	93.5
16516.9	92
16516.5	99.75
16516	95.75
16515.6	96.25
16515.1	95
16514.7	91.25
16514.2	91.5
16513.8	91.5
16513.4	90.5
16512.9	90.5
16512.5	89.5
16512	92.5
16511.6	90.25
